Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
438		0.0119		0.3835		0.9896		0.8752		0.00007750
439		0.0119		0.5289		0.9897		0.8429		0.00007639
440		0.0120		0.4884		0.9896		0.8538		0.00007528
441		0.0122		0.3949		0.9895		0.8729		0.00007417
442		0.0123		0.4433		0.9894		0.8640		0.00007306
443		0.0118		0.3995		0.9898		0.8744		0.00007194
444		0.0117		0.3865		0.9899		0.8779		0.00007082
445		0.0118		0.4389		0.9897		0.8611		0.00006971
446		0.0119		0.3788		0.9897		0.8770		0.00006858
447		0.0117		0.3913		0.9899		0.8755		0.00006746
448		0.0117		0.4284		0.9899		0.8672		0.00006634
449		0.0120		0.3839		0.9897		0.8761		0.00006521
450		0.0119		0.3341		0.9896		0.8842		0.00006408
451		0.0116		0.4225		0.9899		0.8696		0.00006295
452		0.0119		0.3501		0.9898		0.8859		0.00006181
453		0.0116		0.3754		0.9900		0.8806		0.00006068
454		0.0117		0.3516		0.9898		0.8873		0.00005954
455		0.0139		0.3497		0.9887		0.8930		0.00005840
456		0.0131		0.3373		0.9887		0.8874		0.00005725
457		0.0129		0.4356		0.9889		0.8721		0.00005611
458		0.0122		0.4068		0.9895		0.8749		0.00005496
459		0.0122		0.3694		0.9896		0.8890		0.00005380
460		0.0123		0.3392		0.9894		0.8900		0.00005265
461		0.0121		0.4031		0.9896		0.8789		0.00005149
462		0.0117		0.3465		0.9899		0.8876		0.00005033
463		0.0116		0.4101		0.9900		0.8753		0.00004917
464		0.0116		0.4102		0.9899		0.8764		0.00004800
465		0.0116		0.3979		0.9899		0.8787		0.00004683
466		0.0117		0.4044		0.9898		0.8766		0.00004566
467		0.0118		0.4129		0.9897		0.8745		0.00004449
468		0.0117		0.4166		0.9898		0.8735		0.00004331
469		0.0115		0.4454		0.9900		0.8715		0.00004212
470		0.0115		0.3998		0.9900		0.8770		0.00004094
471		0.0116		0.4266		0.9900		0.8738		0.00003975
472		0.0115		0.4171		0.9899		0.8741		0.00003855
473		0.0116		0.4207		0.9899		0.8711		0.00003735
474		0.0113		0.4774		0.9902		0.8641		0.00003615
475		0.0116		0.4196		0.9900		0.8727		0.00003494
476		0.0113		0.4015		0.9902		0.8759		0.00003373
477		0.0114		0.4176		0.9900		0.8729		0.00003252
478		0.0113		0.4333		0.9901		0.8698		0.00003129
479		0.0117		0.4163		0.9899		0.8731		0.00003007
480		0.0114		0.4149		0.9900		0.8737		0.00002883
481		0.0115		0.4039		0.9900		0.8773		0.00002759
482		0.0113		0.4755		0.9901		0.8629		0.00002635
483		0.0115		0.4238		0.9900		0.8712		0.00002510
484		0.0115		0.4287		0.9901		0.8706		0.00002384
485		0.0111		0.4545		0.9903		0.8658		0.00002257
1		0.6919		0.6914		0.9251		0.8272		0.00050000
2		0.6869		0.6274		0.9195		0.8105		0.00049820
3		0.6758		0.6773		0.8676		0.7797		0.00049640
4		0.6622		0.6498		0.8582		0.8255		0.00049460
5		0.6459		0.6268		0.8459		0.7503		0.00049279
6		0.6266		0.6305		0.8424		0.8356		0.00049099
7		0.6046		0.6149		0.8650		0.5232		0.00048919
